id,da_doc,loai_thong_bao,ngay_tao,noi_dung,role_nhan,tieu_de,url_detail,nguoi_nhan_id,created_at,nguoi_dung_id
89,0,HE_THONG,NULL,"Hôm nay có 5 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:45:35.253041",NULL
90,0,BAO_HONG,NULL,"Thiết bị TEst 1 vừa được báo hỏng (mức KHAN_CAP): vc . Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:45:35.268742",NULL
91,0,BAO_HONG,NULL,"Thiết bị PC HP EliteDesk 800 G8 vừa được báo hỏng (mức CAO): âffaf. Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:45:35.281673",NULL
92,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:45:35.295764",NULL
93,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:45:35.310640",NULL
94,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:45:35.324345",NULL
95,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 5.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:46:47.531437",NULL
96,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:46:47.547033",NULL
97,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:46:47.560166",NULL
98,0,HE_THONG,NULL,"Hôm nay có 5 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:46:47.581070",NULL
99,0,BAO_HONG,NULL,"Thiết bị TEst 1 vừa được báo hỏng (mức KHAN_CAP): vc . Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:46:47.594064",NULL
100,0,BAO_HONG,NULL,"Thiết bị PC HP EliteDesk 800 G8 vừa được báo hỏng (mức CAO): âffaf. Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:46:47.606925",NULL
101,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:46:47.623993",NULL
102,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:46:47.640562",NULL
103,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:46:47.653036",NULL
104,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Máy in HP LaserJet Pro M404dn (Mức độ: THAP). Lỗi: sdfff",ADMIN,"🚨 Báo hỏng mới: Máy in HP LaserJet Pro M404dn",/admin/bao-hong,NULL,"2026-06-04 23:48:45.885759",NULL
105,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Máy in HP LaserJet Pro M404dn (Mức độ: THAP). Lỗi: sdfff",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:48:45.888272",NULL
106,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 2.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:57:20.197433",NULL
107,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:57:20.207699",NULL
108,0,HE_THONG,NULL,"Hôm nay có 2 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:57:20.218199",NULL
109,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:57:20.229582",NULL
110,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:57:20.239800",NULL
111,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:57:20.249106",NULL
112,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 2.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:58:40.910405",NULL
113,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:58:40.938645",NULL
114,0,HE_THONG,NULL,"Hôm nay có 2 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:58:40.950344",NULL
115,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:58:40.983346",NULL
116,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:58:41.007765",NULL
117,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:58:41.021677",NULL
118,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị TEst 1 (Mức độ: TRUNG_BINH). Lỗi: aqafaf",ADMIN,"🚨 Báo hỏng mới: TEst 1",/admin/bao-hong,NULL,"2026-06-05 00:00:38.403864",NULL
119,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị TEst 1 (Mức độ: TRUNG_BINH). Lỗi: aqafaf",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-05 00:00:38.407374",NULL
120,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:04:44.081766",2
121,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:04:44.129954",NULL
122,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:04:44.138680",NULL
123,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:04:44.156321",NULL
124,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:04:44.170167",NULL
125,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:04:44.180585",NULL
126,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:04:44.198911",NULL
127,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:12:15.375995",2
128,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:12:15.415556",NULL
129,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:12:15.424402",NULL
130,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:12:15.433205",NULL
131,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:12:15.442278",NULL
132,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:12:15.452390",NULL
133,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-05 00:12:15.462945",NULL
134,0,BAO_HONG,NULL,"Phiếu báo hỏng thiết bị Máy in HP LaserJet Pro M404dn vừa được cập nhật.",ADMIN,"🔄 Hệ thống: Cập nhật báo hỏng",/admin/bao-hong/view/2,NULL,"2026-06-05 00:15:27.139131",NULL
135,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:26:33.918316",NULL
136,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:26:33.933371",NULL
137,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:26:33.943687",NULL
138,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:26:33.963415",2
139,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:29:02.597424",NULL
140,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:29:02.610821",NULL
141,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:29:02.623128",NULL
142,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:29:02.651375",2
143,0,THIET_BI,NULL,"Thiết bị Máy in HP LaserJet Pro M404dn (Mã: TB010) vừa được chỉnh sửa.",ADMIN,"🔄 Hệ thống: Cập nhật thiết bị",/admin/thiet-bi,NULL,"2026-06-05 00:31:38.608127",NULL
144,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:35:13.393717",NULL
145,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:35:13.411751",NULL
146,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:35:13.424998",NULL
147,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:35:13.451302",2
148,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:43:05.100047",NULL
149,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:43:05.120259",NULL
150,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:43:05.126486",NULL
151,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:43:05.156597",2
152,0,THIET_BI,NULL,"Thiết bị PC HP EliteDesk 800 G8 (Mã: TB009) vừa được chỉnh sửa.",ADMIN,"🔄 Hệ thống: Cập nhật thiết bị",/admin/thiet-bi,NULL,"2026-06-05 00:43:42.109830",NULL
153,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:45:02.764120",NULL
154,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:45:02.774758",NULL
155,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:45:02.784577",NULL
156,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:45:02.809714",2
157,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:46:16.960697",NULL
158,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:46:16.980319",NULL
159,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:46:16.985702",NULL
160,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:46:17.009369",2
161,0,THIET_BI,NULL,"Thiết bị PC HP EliteDesk 800 G8 (Mã: TB009) vừa được chỉnh sửa.",ADMIN,"🔄 Hệ thống: Cập nhật thiết bị",/admin/thiet-bi,NULL,"2026-06-05 00:46:36.019216",NULL
162,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-05 00:52:40.305641",NULL
163,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-05 00:52:40.336201",NULL
164,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 1 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-05 00:52:40.344592",NULL
165,0,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Laptop Dell Latitude 5420" bạn đang mượn sẽ hết hạn vào ngày 10/06/2026 (còn 5 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 5 ngày",/giao-vien/muon-tra,NULL,"2026-06-05 00:52:40.375147",2
